polis_rank,bridging_rank,approval_rate,polis_score,bridging_score,comment
63,80,0.0%,0.25,nan,The 7 steps recommended by the Freshwater Rescue Plan (a cross sector alliance of advocacy groups) should be adopted: 1. Set strict and enforceable standards. 2. End public irrigation subsidies. 3. Create an Agricultural Transition Fund. 4. Decrease cow numbers. 5. Create polluter pays systems. 6. Support regional councils. 7. Transition to a low-carbon economy https://www.freshwaterrescueplan.org
63,63,100.0%,0.25,0.0,No had any of the listed issues so a disagree vote
63,63,100.0%,0.25,0.0,Potable water is a finite resource.
63,78,0.0%,0.25,nan,"19. Where there is not enough data or scientific evidence around the effects of water activities, a precautionary approach must be taken to ensure no negative future consequences."
63,76,0.0%,0.25,nan,13. It is not Government’s place to clean up waterways - it should be left to the industries involved to self regulate.
63,79,0.0%,0.25,nan,11. Waterways are a gift of nature and should have the inherent right to protection and conservation in an untouched state independently of people’s interests in them.
63,75,0.0%,0.25,nan,"All NZers have the right to access safe and clean freshwater from the tap for drinking, cooking, sanitation and watering plants."
63,77,0.0%,0.25,nan,"All NZ waterways should be clean enough to swim, fish, boat and perform other recreational activities in."
68,24,69.1%,0.16615384615384618,0.08232027889528971,I live in a town
69,36,36.1%,0.13747054202670858,0.021218148793737,I am 55 years of age or older
70,44,26.7%,0.13605442176870744,0.0048930120359654645,Foreign companies should be encouraged to invest in & provide local jobs in water-consuming industries & farming.
71,42,18.5%,0.053872053872053884,0.007842310938716245,I work in the field of water management or policy
72,43,17.9%,0.049382716049382706,0.0078004716952341235,I am employed by or own a business that relies on freshwater resources
73,18,77.4%,0.04850746268656717,0.09751600839383613,I live in a city
74,45,15.2%,0.03619909502262444,0.004494610079342672,23. Industrial users of water are motivated to regulate themselves to a good standard and poor performers will be visible to consumers who can choose other companies.
75,40,21.8%,0.029513888888888885,0.010636695254164096,I live in a rural area
76,47,12.3%,0.028248587570621483,0.0035897647898576364,7. Subsidising irrigation projects with millions of dollars of taxpayer money is justified as it will benefit the overall economy.
77,48,10.6%,0.02105263157894737,0.0019485178340336194,I am under 30 years of age
78,50,8.0%,0.013661202185792344,0.001377407223264481,19. Rivers and aquifers have the ability to come back into balance so a precautionary approach is too time consuming and risk averse.
79,49,7.3%,0.005718954248366014,0.0014463490246966033,I am a farmer or commercial grower
80,51,2.4%,0.003142183817753338,7.513853667699821e-05,6. Farmers should have the right to use the water flowing through their land to irrigate or to dispose of waste products.
