polis_rank,bridging_rank,approval_rate,polis_score,bridging_score,comment
21,43,85.7%,0.384,0.001264253032636889,"Labour may not be able to make substantive promises to Remainers, but it's harmful that they have no message for Remainers at all."
22,13,68.0%,0.3061224489795918,0.0534406869004352,Other issues are more important to me than Brexit
23,16,65.3%,0.2633101851851852,0.042794659495376475,"I am opposed to the neoliberal economics the EU stands for, but voted to remain as I did not trust the Tories to administer Brexit."
24,46,71.4%,0.2539682539682539,0.00016714120959893962,"Pressure against Brexit should be directed at the Conservative Party, who have the (slight) majority in the Commons, not Labour."
25,38,66.7%,0.22916666666666669,0.003388647214532892,"Labour can (still) stop Brexit - but through delaying tactics, not outright opposition."
26,35,70.7%,0.2037037037037037,0.007837306803500374,'Lexit' is just the stupidest fucking thing imaginable
27,42,57.1%,0.19999999999999998,0.002292086613893671,"Lexit is utopian, but so is the case for workers' unity within the EU; the EU is still a capitalist club."
28,12,56.2%,0.1970029239766082,0.06381434690810378,Labour should listen to the genuine concerns of leave voters and not just try to override a referendum because they don't like the results.
29,18,59.6%,0.1590909090909091,0.03767463207008109,"Whatever happens, the UK is better off out of the Euro."
30,20,64.3%,0.1443001443001443,0.03228862051115023,There should not be a second referendum on the original question
31,10,57.2%,0.12295516376355863,0.08268082738245207,I can speak a European language.
32,25,56.0%,0.121580547112462,0.026614637199194668,"A Pro-EU centrist party could have done better, but the Lib Dems were poisoned by their association with Tory Austerity."
33,37,35.6%,0.08220679576178296,0.005911867713653812,There is nothing left wing about the EU
34,7,74.2%,0.07835811324948913,0.13711014991659776,I consider myself middle class.
35,15,41.1%,0.07751211126738553,0.043206860119817884,"Brexit could be a success, but not let by this incompetent Tory party."
36,41,42.9%,0.06837606837606838,0.0025341079135113736,A second referendum would be pointless as it would be run on the same lines as the first and majority of people will be no better informed.
37,39,38.8%,0.06666666666666667,0.0028756311283136505,"There's no point ""opposing Brexit"" at this stage. It's a rock rolling down a hill, the inertia is too great for it to be stopped."
38,17,42.6%,0.04662004662004662,0.04032219945189024,Labour was right to support the article 50 vote.
39,11,63.2%,0.03883357041251778,0.06881540751110668,Labour should oppose the Brexit process.
40,21,38.0%,0.030303030303030318,0.029820076588170343,"Freedom of Movement is an issue that personally affects me or someone close to me - it could lead to me having to leave the country, or to future difficulties in seeing my family."
41,26,30.8%,0.017277235642297224,0.02564116369514901,I consider myself working class.
42,28,27.0%,0.013541666666666672,0.014670231851036185,I think we should support the referendum result.
43,23,38.8%,0.012799999999999997,0.027778302164498316,"There is some difference between Labour and the Tories on Brexit, but on the fundamentals they're still so similar as to make no practical difference."
44,44,13.3%,0.0021265284423179153,0.0006300104905650663,The EU is institutionally against workers rights
45,40,13.2%,0.0006623093681917207,0.002631042024357553,There's literally no difference between Labour and the Tories on Brexit.
46,48,3.1%,0.00020354162426216137,0.00012759515570934257,The Conservatives are the only party dedicated to making a success of Brexit.
47,45,2.5%,9.434407283362431e-05,0.00018979872297158294,I've changed my mind about my vote since the referendum.
48,49,1.1%,7.754342431761793e-05,0.0,Brexit will be a success as long as we all stay firm against the EU and don't let the government negotiate our sovereign rights and freedoms away.
49,49,1.0%,6.449948400412793e-05,0.0,"The UK's borders are basically unprotected, thanks to the EU."
50,47,1.8%,4.45632798573975e-05,0.00013281604977106708,I voted to Leave.
