polis_rank,bridging_rank,approval_rate,polis_score,bridging_score,comment
75,120,100.0%,0.3333333333333333,0.0,"GST was a simple switch, to make those on low incomes pay more tax, to finance those on high incomes paying less."
75,120,100.0%,0.3333333333333333,0.0,"A living wage prevents large firms from removing as much wealth, as they do, from communities."
75,120,100.0%,0.3333333333333333,0.0,Tax is the cost of living in a civilised and functioning society.
75,120,100.0%,0.3333333333333333,0.0,"WWF is a subsidy for employers, who do not pay fair wages."
75,120,100.0%,0.3333333333333333,0.0,"The lack of inheritance and capital gains taxes, in New Zealand, makes for an unfair and badly balanced tax system."
75,120,100.0%,0.3333333333333333,0.0,sGST is strongly regressive(impacts mainly on lower earners)and should be replaced with wealth and financial transaction taxes.
75,120,100.0%,0.3333333333333333,0.0,"my savings approximately $6,400.00 which in the year to March 31 2018 paid gross interest of $6.69 had tax deducted $1.08 net interest $5.31"
75,120,100.0%,0.3333333333333333,0.0,Tax the wealthiest 15% significantly more on their wealth. They have benefited most due to poor government policy at the expense if most.
75,120,100.0%,0.3333333333333333,0.0,Drivers licences and changes to the are charged fees (govt income) plus gst (more govt income).  This is an abuse of power over citizens.
75,120,100.0%,0.3333333333333333,0.0,"All income should be taxed on the same basis, whether from wages, salary, self-employment or capital gain."
75,120,100.0%,0.3333333333333333,0.0,Installing solar panels and storage batteries on all state house is an imperative.
75,120,100.0%,0.3333333333333333,0.0,Free dental/medical care funded for beneficiaries relying  solely on their benefit for income. Poor  health costs taxpayers dearly.
75,120,100.0%,0.3333333333333333,0.0,"People, the environment, the culture, health and happiness of people is more important than purchase power or corporate interests."
75,120,100.0%,0.3333333333333333,0.0,Local government / councils should be forced to amalgamate to reduce duplication between small councils and thus reduce rates.
75,120,100.0%,0.3333333333333333,0.0,I'm gay
75,120,100.0%,0.3333333333333333,0.0,Many of the statements are cannot be answered by simply agree or disagree
75,120,100.0%,0.3333333333333333,0.0,Tax structures should not exaggerate and amplify inequality
75,120,100.0%,0.3333333333333333,0.0,"The community pays tax to provide the services everyone needs - from each according to their means, to each according to their needs."
75,120,100.0%,0.3333333333333333,0.0,"The tax people pay must fairly reflect the total personal wealth benefits they have - not just the ""income"" they declare to IRD."
75,120,100.0%,0.3333333333333333,0.0,Nothing
75,120,100.0%,0.3333333333333333,0.0,Cut all taxes except GST.  Don't allow offsets for business. Thisbperhaps would be fairest tax for all.
75,120,100.0%,0.3333333333333333,0.0,Spending Power in New Zealand is too centralised.  Give local authorities more ability to improve the lives of their communities.
75,120,100.0%,0.3333333333333333,0.0,implement a Tobin Tax to discourage short term currency speculation. https://en.wikipedia.org/wiki/Tobin_tax
75,120,100.0%,0.3333333333333333,0.0,Create a directory of foreign owned trusts to prevent the $1.35bn of money laundered in NZ each year http://bit.ly/transparencyNZ
75,120,100.0%,0.3333333333333333,0.0,The government should work much harder to reel in the estimated $2bn of tax fraud each year. http://bit.ly/taxfraud2014
75,120,100.0%,0.3333333333333333,0.0,Taxes are useful to influence behaviour as well as raising revenue
75,120,100.0%,0.3333333333333333,0.0,"When the minimum wage rises, all benefits that are calculated in line with earnings or limits and clawbacks should also be adjusted"
75,120,100.0%,0.3333333333333333,0.0,"I see cheap food in UK, Aus & USA. Gst penalises children & low wage. Food/water/home shouldnt be a luxury item for elites"
75,120,100.0%,0.3333333333333333,0.0,Beneficiaries who earn income should have a lesser clawback of their benefits to encourage them to maximise their work opportunities
75,120,100.0%,0.3333333333333333,0.0,"Those with more should pay more in tax.  Those with more means those with wealth, not necessarily income - we should consider a wealth tax"
75,120,100.0%,0.3333333333333333,0.0,"In a fiat money system like ours the government can always 'fund' its programs, no matter how much or little the government taxes."
75,120,100.0%,0.3333333333333333,0.0,Lower personal PAYE Flat Tax for all income earners. Higher rates for different persons is inequitable & encourages avoidance & dishonesty.
75,120,100.0%,0.3333333333333333,0.0,All taxes should be structured so the more you earn the more you pay. No tax should be regressive like GST.
75,120,100.0%,0.3333333333333333,0.0,Legal tax avoidance by multinationals must be addressed as a matter of priority. This revenue could ensure wealth was paying its fair share.
75,120,100.0%,0.3333333333333333,0.0,Loopholes which allow the wealthy to pass far less tax percentage wise must be closed to ensure a fair and equitable tax system.
75,120,100.0%,0.3333333333333333,0.0,The Tax system should not be used as an excuse to underfund vital public services
75,120,100.0%,0.3333333333333333,0.0,Taxes should be used to prevent inflation and inequality
75,120,100.0%,0.3333333333333333,0.0,GST disproportionately affects poor people and inflates prices. It should be removed
75,120,100.0%,0.3333333333333333,0.0,"The tax system should be rebalanced - lower incomes' taxes should be reduced, and taxes on the wealthy increased"
75,120,100.0%,0.3333333333333333,0.0,Since the 1980s the tax system has been used to benefit wealthy interests at the expense of working people
75,120,100.0%,0.3333333333333333,0.0,Taxes do not fund government spending
75,120,100.0%,0.3333333333333333,0.0,"Whereas workers pay income tax, the robots / machines that replace them do not. Should there be a production Tax,  a VAT on value created?"
75,120,100.0%,0.3333333333333333,0.0,"We should tax that which causes harm or is otherwise unsustainable for the environment e.g. pollution, use of fossil fuels etc"
75,120,100.0%,0.3333333333333333,0.0,You can't lump pollution and sugar togeher but I agree with portions of this argument.
75,120,100.0%,0.3333333333333333,0.0,"A UBI and government spending, funded by government created money, could be used to fund the economy. Taxes would then control inflation."
75,120,100.0%,0.3333333333333333,0.0,Government spending used to fund the economy. Taxes would then be a control mechanism for the amount of money in the system.
75,120,100.0%,0.3333333333333333,0.0,Our monetary system needs to be changed to a Sovereign Monetary system. Govt would then fund the economy & taxes controlling inflation.
75,120,100.0%,0.3333333333333333,0.0,"Companies should not have loopholes, designed to avoid tax,  get exemptions or rebates. Flat tax 20% completely overall."
75,120,100.0%,0.3333333333333333,0.0,FLAT TAX SYSTEM 20% If you earn a $1000 a week you are Flat Tax is fairest equitable way. Tax laws 4 companies give too many rebates exempt
75,120,100.0%,0.3333333333333333,0.0,"We need to introduce a universal basic income for all residents.  Our UBI, NZSuper, works well - make it for all, starting with children."
75,120,100.0%,0.3333333333333333,0.0,Too much of our tax take is derived from income and consumption. Owners of capital need to bear a far bigger share than they currently do.
75,120,100.0%,0.3333333333333333,0.0,A tax on wealth (supported by a gift tax) is a fair and reasonable way to tax accumulated wealth.
102,26,56.0%,0.3166401092647393,0.0991882158095242,There should be no exemptions to GST as it’s impossible to rationally decide what should and should not be exempt. Exemptions are gamed by companies and are only good for the lawyers.
103,16,79.1%,0.31523482245131734,0.16114084578211182,"Excise tax on cigarettes have helped reduce smoking. Similar taxes should be considered for other issues such as pollution, traffic congestion and sugar consumption."
104,11,85.4%,0.30823863636363635,0.18163203858005153,"Home ownership can boost local communities and social stability. But fewer people live in their own homes, which are increasingly unaffordable. Fixing that is a complex issue…but taxes on wealth are among the policies that need to change."
105,88,91.7%,0.30769230769230765,0.0004507280876303965,Top tax rates in Australia are over 45%. New Zealand has plenty of room for a tax free bracket on low and higher taxes on high incomes.
106,64,48.9%,0.3060869565217391,0.01338948839616621,"Australia has a capital gains tax, and very high property prices.  A capital gains tax is unlikely to materially impact property prices."
107,63,60.7%,0.30561478322672353,0.014034107227538834,"Capital gains tax should be treated differently for housing, investments or business assets"
108,91,88.9%,0.3,0.0001928141975055371,Successful countries past and present have Government spending at 50 to 60% of GDP. New Zealand is around 30%.
109,24,51.1%,0.27895981087470445,0.1148915004691606,I am between 30 and 55 years old
110,41,44.4%,0.26981481481481484,0.03847093833796732,"A broad-based, low-rate system with few exemptions is the best overall approach to tax in New Zealand"
111,29,79.9%,0.251102165995783,0.08439708249414132,We need more eco-based taxes to encourage better ecologically beneficial behaviours.
113,120,100.0%,0.25,0.0,Ariana
113,120,100.0%,0.25,0.0,It's clear and concise
113,120,100.0%,0.25,0.0,Clear and concise
113,120,100.0%,0.25,0.0,Clear & concise
116,68,55.8%,0.24262295081967217,0.009437303895850282,People without children who are on low incomes should get rebates or income top ups similar to working for families
117,81,37.8%,0.20270270270270271,0.0017907928394214866,Working for families creates middle class beneficiaries and perverse incentives to turn down promotions that would lead to long term gain
118,17,81.1%,0.19288742345737167,0.15774967446652313,"Apart from Working For Families, changes to the tax system have tended to unfairly favour wealthy people at the expense of low and middle income earners."
119,33,38.8%,0.17403164211674851,0.06698220586888926,I live in a town or small city
120,53,34.2%,0.17076502732240434,0.01948189923998955,"Reducing waste could generate as much money as increasing taxes - our government is top heavy and over-peopled, let's slim it down."
121,27,71.4%,0.1550474065811489,0.08936962509776848,Our income tax is some of the lowest in the OECD and this has lead to under-funding of services needed by low income families.
122,57,31.9%,0.1423884514435696,0.016455971527034298,'Sin taxes' (such as taxes on cigarettes or alcohol) don't significantly change behaviour and mainly punish poor people
123,35,36.6%,0.13758705063052887,0.05213276983795908,I am 55 years old or older
124,42,28.4%,0.12222222222222225,0.03637144235442332,I am self-employed
125,31,63.6%,0.11663629263212709,0.07400198162917683,NZ should re-institute wealth taxes (e.g. death and gift duties) to make the tax system fairer and more progressive.
126,58,36.4%,0.11224489795918365,0.015030699995042082,A land or property tax based on the average increase in property value billed with rates is a far better idea than a capital gains tax.
127,75,43.0%,0.10158730158730159,0.004907451414193095,"A very small (1%) tax for every financial transaction (transfer, withdrawal etc) would be fair"
128,40,32.7%,0.09713731198447352,0.04048612867054257,"My household income is above $50,000 per year but less than or equal to $100,000 per year"
129,59,24.1%,0.09274193548387094,0.014992509674737422,"To enable NZ companies to compete internationally, the company tax rate needs to be reduced so that it is similar to those in countries we trade with."
130,43,29.7%,0.09157368218545596,0.03500335171541599,"My household income is above  $100,000 per year but less than or equal to $150,000 per year"
131,50,24.3%,0.08993055555555557,0.023538110135253427,Taxes should not be used to change behaviours - consumers should be left to decide what is best for them.
132,48,23.5%,0.0867571533382245,0.026041825325484224,I own a business
133,79,20.0%,0.06884681583476764,0.002658665564311302,I envision that a flat tax across the board with no exemptions or loop holes on all earnings from any source (say 20%) and a GST
134,52,23.6%,0.06778052022023924,0.021155703593021897,"My household income is above  $150,000 per year"
135,60,21.6%,0.06734693877551019,0.014975847844673191,Lowering taxes would help create the right incentives for people to invest and work hard. This will improve productivity
136,66,18.8%,0.05784574468085105,0.012424831004290449,We should lower taxes because this would help improve the economy by boosting spending
137,55,23.4%,0.05688565408925493,0.019149837020781393,"My household’s income is $50,000 per year or less"
138,80,21.8%,0.056451612903225805,0.0020579142815239405,"NZ Statistics show that after tax and transfers, NZ inequality has not been growing in the last 20 years, unlike other places in the world."
139,62,17.6%,0.05101449275362318,0.014712601396951379,I live in a rural area
140,61,19.3%,0.0489795918367347,0.014883124143406345,"We are taxed more than what can be justified. Individuals, families and businesses are best placed to decide how to spend or invest their money"
141,77,16.4%,0.04144004144004144,0.0040444418754653575,"Reduce income tax to 10% flat and increase GST, taxing on consumption is fairer and also taxes under the table and black market economy."
142,65,18.7%,0.03527435610302352,0.013301751476278278,I am either 30 years old or younger
143,69,12.6%,0.0324272770624702,0.008795967197850427,My highest qualification is from secondary school
144,70,14.1%,0.02689125295508274,0.006794573626779534,Government is inefficient and lower taxes would mean more efficient spending by the private sector
145,89,10.0%,0.020202020202020207,0.00035271772750100725,Tobacco extortion tax is eroding NZ society in a wide range of area's and contributing to that which inhibits reason.
146,76,11.2%,0.0162037037037037,0.004087140080324416,Low taxes are the only real check on the size of government
147,78,11.2%,0.005805805805805806,0.0038129403022103174,I am unemployed
148,90,5.4%,0.004838709677419355,0.0003415814602271814,I propose Increasing GST to 25-30% and ban all Income Tax and dissolve the IRD as I would become a redundant department
