polis_rank,bridging_rank,approval_rate,polis_score,bridging_score,comment
21,71,94.0%,0.4872592592592592,0.00767041340070321,"Until real wages and income rise, housing (whether rented or bought) will remain unaffordable for many."
22,43,91.2%,0.4724279835390946,0.018498250901111717,Properly enforce a 'Property Traders' tax. Resale of a residential property in less than 5 years then income tax levied on profit.
23,11,82.7%,0.46670976082740784,0.08882131519212552,Measures to address the cost of building materials will help with housing affordability.
24,30,87.9%,0.4652535811072397,0.030564462029152573,"We will only solve the housing crisis if all parties - public, private and not for profit sector work together"
25,65,91.1%,0.45918367346938765,0.008928037469554081,To fix affordable housing a policy framework that recognises the role councils play in social housing and treats councils on the same basis as community housing providers is needed.
26,73,95.9%,0.4489795918367346,0.007149785341367038,"State housing needs to be considered as a government providing for the needs of a good society, not as a temporary stopgap."
27,18,82.0%,0.4170034843205575,0.051775492395767155,"Infrastructure bonds could make an attractive option to fund the provision of housing services such as drainage, water supply and power."
28,10,80.0%,0.40422008547008553,0.09059112872659325,I live in a city
29,5,86.4%,0.38616355608527236,0.11534378155052938,"If it’s just left to the market, builders and developers won’t build smaller cheaper houses."
30,9,85.0%,0.36119711042311664,0.09230212340854631,Improving the productivity in the construction sector helps the sector with its margins but it doesn’t necessarily affect affordability.
31,4,89.4%,0.35892547182807555,0.12032941725908074,Simply opening up more land and cutting regulations won’t make housing affordable.
32,99,100.0%,0.3552631578947369,0.0022494523018766624,Government leaders using semantic gymnastics to deny  the housing crisis distract from the serious long term  social ills it is causing
33,45,91.2%,0.3551350610174139,0.01769225883106361,"The State should build good examples of affordable, desirable medium &high density housing, to show private builders/buyers what is possible"
34,89,92.5%,0.3461538461538461,0.004234818217776556,"Interventions supporting people into homes worked in 1975. ""Old thinking"" is not wrong or anti-business. It IS NZ the way I want it!"
35,48,85.4%,0.34517045454545453,0.016784206239983408,Setting Loan to Value Ratios and a capital gains taxes would help to drive investment out of housing and into productive spending like research and development.
36,6,90.8%,0.34374999999999994,0.11061907270890788,The tax system needs to be changed so that returns on property investments don't disadvantage (prospective)homeowners compared with those who own and rent multiple properties.
37,101,96.4%,0.3313840155945419,0.002178705132537078,An average household income should be enough to buy an average-priced house.
38,15,84.9%,0.3220035778175313,0.05975857130770709,Remember over 50% of kiwis rent. Renting should be an acceptable option & tenants should have same security as home owners.
39,16,82.1%,0.3077171717171717,0.05324854614722492,There is also a role for local Maori and community responses to provide quality affordable housing.
40,70,85.5%,0.30237862495927004,0.007755494920537963,Elevated land taxes should be charged on undeveloped residentially zoned land to offset the economic benefits of landbanking.
41,7,91.0%,0.3021340892053973,0.10903236615681941,The state should build and own a sizable stock of affordable houses outside the free-market.
42,49,84.8%,0.301659125188537,0.015933070160368455,"Recognise, easily attainable home ownership increases a person’s stake in society and makes a fairer society. Goal of 90% home ownership."
43,98,93.3%,0.30000000000000004,0.0022628652965586845,Reducing  regulations and allowing self regulation in the building industry  risks enabling  a Grenfell Tower like disaster to occur in NZ
44,24,83.9%,0.2940340909090909,0.04226524631348784,Growth in housing loan credit from $50b to $240bn has fuelled this fire
45,114,100.0%,0.28444444444444444,0.0005281754848129066,"Shelter and accomodation are basic human requirements, having this available to evenryone in NZ should be a priority."
46,20,72.2%,0.27758535378525484,0.0499909536000499,Increasing the level of innovation in the building sector will improve housing affordability.
47,37,84.5%,0.2742993440667859,0.025471806842848943,Special Housing Areas are a sham that enables big developers to sidestep the RMA while only providing a token percentage of affordable units
48,22,78.4%,0.2697664359861591,0.047600740566258855,"Prevent foreign investors from purchasing existing property, but allow them to build new houses."
49,105,91.7%,0.26373626373626374,0.0013565409266090458,"If an 'affordable' houses cost no more than 3 times the median/average household income, more than half the new houses need to be affordable"
50,27,81.1%,0.25174912543728134,0.03965060667224922,Any supply of land for development should have at least 20% affordable housing.
51,55,85.5%,0.2322453371592539,0.014047912050106765,New Zealand has one of the least rental-friendly policy settings in the world.  This must change to deliver affordable rental properties.
52,13,83.0%,0.2314494425221069,0.0627935619748403,speculators need to be kept out of the market. Speculation is parasitic.
53,64,72.0%,0.2165079365079365,0.01045126521240115,"Make apartments more affordable by reducing less critical requirements, eg for carparks if public transport exists"
54,107,81.5%,0.21428571428571425,0.0012328419010941443,Shift tax emphasis from income to assets
55,19,66.9%,0.21176470588235297,0.05077390028313189,Tax incentives are needed to encourage more affordable houses to be built.
56,80,78.8%,0.21122448979591837,0.005688610361878626,"State housing sold, should retain at a minimum the same number of state housing units in that particular location to avoid gentrification."
57,53,80.0%,0.21064301552106432,0.01487931485285831,Govt. mortgages at lower than bank interest rates be made available by HousingCorp. Making repayments affordable for low income people.
58,23,73.8%,0.20218696397941682,0.046126343863951196,Councils could be eligible for Housing Encouragement Grants based on the delivery of agreed numbers of new houses.
59,72,68.7%,0.19463667820069205,0.0075010579352516,There needs to be a different form of leadership i.e a collective one of all the players - rather than relying on Government or Council
60,51,66.3%,0.18796992481203012,0.015568617910218845,owner-occupiers should get the same tax breaks as investors on interest and maintenance
61,63,77.1%,0.17204301075268819,0.010576838458573592,Banks should be required to hold more capital against loans to property investors - increasing their cost of borrowing
62,17,62.2%,0.16493635460864856,0.05298365453813621,Limiting immigration and foreign ownership won’t make housing affordable as there are more than enough domestic buyers eager to make a profit or just get on the property ladder to keep prices up.
63,77,76.8%,0.1590909090909091,0.006165381948320777,Foreign ownership of residential properties when we are in a housing crisis is short-term thinking resulting in long-term pain for NZers.
64,109,75.0%,0.15628815628815626,0.0010122060860318076,There should be a cap on how many residential properties any private entity may own.
65,38,64.3%,0.14578604085127056,0.025058744745972958,Housing providers should be incentivised to the point that creating affordable housing becomes the most lucrative market to develop in.
66,96,60.5%,0.1438561438561439,0.0024770191413429035,"Government needs to consider the impact of construction rules on new and existing house prices.  eg wind, quake, glass and scaffold rules"
67,117,77.8%,0.14285714285714288,0.00014359533287349138,"In Taupo Penny Homes can make homes which sell for under $400,000.  Get developers like this company to build elsewhere"
68,14,63.9%,0.1419470402352265,0.06122008834807945,I live in a town
69,112,70.8%,0.14117647058823532,0.0008188292482375697,Capital gains tax should be payable on all property sales.  There is no good reason to exempt the family home and good reason not to.
70,69,61.0%,0.13300000000000003,0.0077941748183165925,Make apartments more affordable by allowing more floors where the height doesn't impact safety or neighborhood well-being
71,94,65.1%,0.12432012432012435,0.0028061762370690463,"The Auckland Unitary Plan, with its more liberal development ethos, has had zero impact on housing affordability."
72,104,63.6%,0.12282690854119428,0.0013670284801991124,All land should be subject to an annual land tax based on the land value and billed with rates. Reduce income tax rates a little to offset.
73,87,64.3%,0.11785714285714284,0.004421771250978123,Higher rates and land taxes should be charged on holiday homes which contribute to whole communities being emptied of residents.
74,111,81.8%,0.11718749999999999,0.0009292706919689383,Supply of public land for development should have 20% for affordable housing but   the 20% requirement should be monitored effectively
75,86,65.5%,0.11383136094674552,0.004495117931568788,"State housing once offered should be secured tenancy for those tenants.  They should have the freedom to houseshare, offer accommodation etc"
76,92,56.4%,0.10879934210526314,0.0036442836851384767,Increasing building employees skills and productivity in the the construction sector will improve housing affordability.
77,90,68.6%,0.10795454545454543,0.004068414173304946,The housing crisis is a result of the asset inflation caused by a glut of money being borrowed into the economy by banks.
78,100,80.0%,0.10227272727272729,0.0021874909753672113,Bring back State Advances and fair interest loans.
79,84,73.2%,0.09070294784580499,0.004932829177233133,There should be a rent ceiling aligned to average wage per household so landlords can't keep on raising the rent.
80,25,73.6%,0.08897727272727275,0.04217959403397866,Significantly increasing taxes on owners of multiple properties will improve housing affordability.
81,74,59.2%,0.0844704353476283,0.006763402417296909,Foreigners whose home country does not allow 'Free Hold Ownership' by NZers to have no rights to purchase in NZ.
95,142,100.0%,0.08333333333333333,0.0,"We need more intensive, energy efficient and livable dwellings built to meet demand for housing in cities and reduce sprawl and traffic"
95,142,100.0%,0.08333333333333333,0.0,Leadership of fixing the housing crisis in Auckland to come from city leaders - rather than expecting the Government or Council to lead
95,142,100.0%,0.08333333333333333,0.0,"Innovative methods for housing need to be encouraged and monitored by local and national government.  Such as laneway houses, etc"
95,142,100.0%,0.08333333333333333,0.0,"Until real wages and income rise, housing (whether rented or bought) will remain affordable for many."
95,142,100.0%,0.08333333333333333,0.0,Affordable housing index (overseas) does not take into account the planning in NZ that often results in higher transport and commuter costs.
95,142,100.0%,0.08333333333333333,0.0,"Affordable homes index used by overseas, is not a good measure in NZ when utilities and food costs are often higher."
95,142,100.0%,0.08333333333333333,0.0,The market will never deliver the housing supply required to address the crisis.
95,142,100.0%,0.08333333333333333,0.0,"NZers living in stable, affordable homes are given a secure base to contribute and participate in their community, and their society."
95,142,100.0%,0.08333333333333333,0.0,"Re-introduce state houses, built by the state and rented out by the state so that everyone has a house."
95,142,100.0%,0.08333333333333333,0.0,Housing is currently the safest place for your money. LVT's and capital gains taxes will help drive investment out of housing and into R&D.
95,142,100.0%,0.08333333333333333,0.0,Rental properties need a health and accessability WOF
95,142,100.0%,0.08333333333333333,0.0,"None of the questions are around better paying jobs, bring back manufacturing and the better paying jobs that come with it."
95,142,100.0%,0.08333333333333333,0.0,Significant wage rises to make the housing component of living costs affordable.
95,142,100.0%,0.08333333333333333,0.0,"make rural 10 acre minimum section subdivisions more flexible. Minimal, unprofitable farming land, could allow for many new homes."
95,142,100.0%,0.08333333333333333,0.0,WCC's resource consent dept is a profit centre.
95,142,100.0%,0.08333333333333333,0.0,Wellington is bound by insane height restrictions based on flat standards for other regions.
95,142,100.0%,0.08333333333333333,0.0,Reduce Immigration. Immigration levels are closely tied to property valuation change. Imm and property valuation change are closely linked.
95,142,100.0%,0.08333333333333333,0.0,"when the Nats first came to power, I seem to recall they were going to investigate the cost of building materials."
95,142,100.0%,0.08333333333333333,0.0,These questions are too badly worded to be meaningful.
95,142,100.0%,0.08333333333333333,0.0,How have you come up with your questions? So far there are distinct biases emerging such as bias in favour of home ownership.
95,142,100.0%,0.08333333333333333,0.0,"Please proof read your questions carefully as there are errors which make the meaning obscure (spelling mistakes, lack of apostrophe etc)."
95,142,100.0%,0.08333333333333333,0.0,Anecdotal evidence suggests to me that foreign speculators/ investors are a major force in driving house prices up.
95,142,100.0%,0.08333333333333333,0.0,Construction methods need streamlining - currently too costly and labour intensive.
95,142,100.0%,0.08333333333333333,0.0,Allowing 7bn overseas people to purchase homes here has increased competition for the available homes
95,142,100.0%,0.08333333333333333,0.0,Rental property investor tax breaks have increased competition for the available homes
95,142,100.0%,0.08333333333333333,0.0,Net migration has increased competition for the available homes
95,142,100.0%,0.08333333333333333,0.0,To be affordable housing must be long-term sustainable.  It must be pleasant to live in - obey minimum room sizes; heights; daylighting etc.
109,106,58.8%,0.07619047619047617,0.0012563103679838878,"Build 100 sq metre homes, one bathroom, no garage, no fences, no  driveway. People will build these once they are housed & can afford it."
110,28,54.3%,0.07306626354245399,0.03308493956077725,Helping developers with the provision of infrastructure and streamlining the regulatory regime will improve housing affordability.
111,78,58.9%,0.07036307345904869,0.0061379578969502375,A five year rent freeze to let wages catch up and to decrease the desirability of property for speculation.
112,110,64.0%,0.0669642857142857,0.0009437082010130788,The massive global housing boom has been related to the Interest rates being at all time lows for too long.  Extreme low rates = booms.
113,85,64.4%,0.065158371040724,0.004596762983813724,"Housing Bubbles can be avoided by taking the power to create money away from banks, as advocated by organisations like positivemoney.org"
121,165,0.0%,0.0625,nan,The tax system needs to be changed so that returns on property investments don't disadvantage (prospective) homeowners compared with those who own and rent multiple properties.
121,142,100.0%,0.0625,0.0,Cheap money through low interest rates from overseas money (from banks) have created most of the problem.
121,142,100.0%,0.0625,0.0,The cost of building materials needs to come down.
121,142,100.0%,0.0625,0.0,Perspective 2
121,142,100.0%,0.0625,0.0,Yes
121,142,100.0%,0.0625,0.0,The bit above on  opinion groups is completely confusing. It means nothing to me.Completely confusing. !!!!!!!!!
121,142,100.0%,0.0625,0.0,The need for more land to be made available
121,142,100.0%,0.0625,0.0,The issue is one of government capability. Does the private sector or the elected government make the final decision?
121,142,100.0%,0.0625,0.0,"Greater provision is required for emergency housing, social housing (not jsut government provided) and assisted home ownership."
121,164,0.0%,0.0625,nan,Increasing building employees skills and productivity in the construction sector will improve housing affordability.
121,142,100.0%,0.0625,0.0,"Who makes the decision? Currently it's the private sector,  abetted by Government complicity. Some call this fascism."
121,142,100.0%,0.0625,0.0,agree
121,142,100.0%,0.0625,0.0,"Renting could be a viable sustainable option.  Long-term renting eg 5 years, 10 years, 20 years should be the norm.."
121,142,100.0%,0.0625,0.0,"Interest-free loans, flexible repayments.   Better than paying rent & a good investment."
121,142,100.0%,0.0625,0.0,Social and Community Housing and the non-market rents they offer is an important part of the overall affordable housing mix.
129,41,52.4%,0.06079148124602669,0.020873775605738533,Setting up new independent organisations in areas of high housing demand with representatives from across the housing system will provide the leadership necessary to provide affordable housing.
130,113,57.7%,0.05991285403050109,0.000590991190974008,Body corporate rules make apartment ownership unattractive
131,81,48.1%,0.05708577137148564,0.005411992653045187,One fast improvement is to allow individuals to convert existing large houses into multiple dwellings by reducing council constraints.
132,26,56.4%,0.05151499771608382,0.040113718962508246,I am 30 years of age or older but less than 55
133,76,73.3%,0.050380653828929665,0.00629518821354817,Govt department should be set up to help co-housing and cooperative methods of development for small groups that intend to reside there.
134,93,40.3%,0.041725936462778564,0.0031195572070841617,More land needs to be made available.
135,142,33.3%,0.041666666666666664,0.0,NZ should reintroduce a land tax
136,108,52.5%,0.036806993328732454,0.001198510912735311,"Take out developers, instead allow Councils to develop and sell sections."
137,116,42.1%,0.03571428571428572,0.00023996504474935084,That is the symptom.  Property speculation increases or decreases with the level of Interest Rates and the all time lows foster this.
138,34,44.0%,0.03276275392185726,0.02667247513506877,I have dependents
139,58,44.1%,0.03008021390374331,0.013303161485250419,Infrastructure could be funded by allowing owners and developers to access private capital by issuing bonds and charging residents a property tax.
140,36,45.3%,0.022037853253824218,0.025972678411910127,I live in my family-owned property without paying rent
141,75,40.2%,0.018028948488718603,0.006398713654556218,REDUCE IMMIGRATION. This will immediately increase housing affordability.  We have the highest levels of Immigration per capi in the world.
142,56,34.8%,0.017971758664955075,0.013735496693871495,"When land costs rise to specified level, councils must release new land for purchase and development."
143,52,36.0%,0.017497507477567297,0.015152712456817362,The key to solving the housing affordability crisis will be to incentivise councils to embrace growth.
144,47,37.3%,0.01679478867586676,0.017102857186943196,I live in rented accommodation
145,42,38.4%,0.016214184325540417,0.019975474062545535,"Council constraints on development such as height limits, minimum dwelling size or urban-rural boundaries must be cut to a minimum to support the right level of building for housing needs."
146,121,27.3%,0.012499999999999994,7.81427765177255e-06,a person should not be allowed to own more than one house.
147,40,45.1%,0.009808386013786205,0.022854083734150047,I own 1 housing unit
148,29,49.7%,0.009614168247944333,0.030854527317421384,"My household income is less than $100,000"
149,118,22.7%,0.009116809116809114,0.00010514083839337531,"This is a really dumb type of forum, the comments are too short to say anything useful. Soundbite thinking for the mental gerbil generation."
150,102,48.1%,0.0070329670329670356,0.0017355222645426714,Government should stop all foreign investment and advise that properties will be purchased by them at the (lower) purchase or market price.
151,91,47.4%,0.006035631035631032,0.003698828605353867,Squatters Rights: Residences left vacant for more than 4 months can be legally squatted by the homeless.
152,62,28.8%,0.005355389604593732,0.01107571452572885,"My household income is $100,000 or greater but less than $150,000"
153,120,14.3%,0.0037348272642390296,3.3514174105726457e-05,"When land for housing is so scarce, it is wrong for the Crown to own as much land as it does that is not used for housing."
154,66,25.9%,0.003079980129160455,0.008779380143472345,"My household income is $150,000 or greater"
155,79,19.1%,0.0020711500974658847,0.005807421354807821,I own more than 1 housing units
156,83,19.2%,0.0018309269721699091,0.005171188034882498,I work in the field of housing
157,103,28.1%,0.001118881118881119,0.0014705878562098827,"My household income is less than $50,000"
158,88,17.3%,0.0010541058528674627,0.004420296580185909,Any council or crown land that is not reserve land or corridors for services must be released for purchase by developers.
159,60,32.8%,0.0006325828288141478,0.01236007339670501,I  am 55 years of age or older
160,82,17.7%,0.0006296999086372901,0.005256979735044201,Constraints on landlords must remain low so tenants can find suitable accommodation from the options on offer.
161,95,14.1%,0.0004546717522544142,0.0025324892458447375,I live in a rural area
162,97,13.2%,0.0002688172043010753,0.0023178825326453175,I am under 30 years of age
163,119,6.0%,0.00020979020979020965,5.304455053354552e-05,Current policy initiatives such as tighter rules for property investors and measures to increase the supply of land for development are are sufficient to address housing affordability.
164,115,6.9%,8.834117361249144e-05,0.00040994239119414153,"Current policy initiatives, such as tighter rules for property investors and measures to increase the supply of land for development, are sufficient to address housing affordability."
165,142,1.0%,5.554839598451746e-07,0.0,I live in emergency housing or social housing
