polis_rank,bridging_rank,approval_rate,polis_score,bridging_score,comment
76,14,89.1%,0.6650866296175221,0.041020069251932176,Für bestehende Siedlungsräume sollten Höhe- und Dichtekonzepte erarbeitet werden.
77,105,88.6%,0.6631360810499655,0.0033231342993612885,Weg von Styropor-Hausdämmung. Natürliche Dämmstoffe müssen gefördert und leistbar werden.
78,1,83.9%,0.6562519871971512,0.09061839612086058,Klimaschutzmaßnahmen müssen immer sozial gerecht gestaltet werden.
79,118,84.8%,0.6542553191489362,0.002666973510711229,Für nicht mehr sanierbare Häuser in den Dörfern kostenlose Entsorgung statt neue Flächenwidmung außerhalb.
80,221,90.9%,0.6504065040650406,0.0004524886981094973,An den Fachhochschulen und Universitäten für Architektur und Bauwesen muss ein gravierendes Umdenken in Richtung solares Bauen stattfinden.
81,151,89.2%,0.6503225806451612,0.0017787651258892865,ALLE Fernwärmenetzbetreiber mit Erdgasbezug müssen wie in Wien rasch umsetzbare Konzepte für Nutzung von Wärme aus Abwasser entwickeln.
82,315,92.9%,0.6493506493506493,5.153984402232607e-05,"Müsames ERSPAREN von Immobilien senkt CO2. Kleinverdiener, Kleinunternehmer sind keine Immobilienspekulanten!"
83,137,86.0%,0.6428842504743834,0.001999482584461428,Die Innenstadt sollte nicht nur aus Bürogebäuden bestehen. Stattdessen sollten diese in Wohnungen umgewandelt werden.
84,68,81.0%,0.6424822881133561,0.006320951907419623,Derzeitige Vorgaben und Empfehlungen sind in Bezug auf deren Gesamtbetrachtung umstritten (z.B. brandfördernder Sondermüll Vollwärmeschutz)
85,205,92.3%,0.6415094339622641,0.000611889004788933,"Zugunsten der Artenvielfalt sollten Initiativen wie ""No Mow May"", wo in Gärten ein Teil für die Natur brachliegt, unterstützt werden."
86,237,81.8%,0.6375711574952562,0.0003080885756706167,Ein gerechteres Mietrechtsgesetz plus steuerliche Vereinfachungen würden die Leerstände reduzieren.
87,217,83.9%,0.6375000000000001,0.000517906455445898,"Bau und Pflege von Nistplätzen für Vögel, besonders in Städten"
88,168,88.0%,0.6358974358974359,0.001290114161777927,Bei Nachverdichtung sollte die Höhe (Vertikale) mit gedacht werden.
89,171,89.1%,0.6357493857493858,0.001206108846405771,Jeder öffentliche Neubau muss hinsichtlich aller eingesetzten Materialien klimaneutral sein.
90,141,89.3%,0.6349206349206349,0.0019332936081296707,"Bonus für klimaneutrale Baustoffe bei Renovierung und Neubauten, z.B. durch höhere Bebauungsdichte. Der CO2-Fußabdruck zählt."
91,154,79.4%,0.6314886314886315,0.0017184850517709919,Bau- und Klimaschutzvorschriften dürfen Wohnen und Bauen nicht unleistbar machen. Kosten und Nutzen gegenüberstellen.
92,104,91.1%,0.630030959752322,0.003355741504602291,Bauen unter Einhaltung von Kriterien zur Kreislaufwirtschaft (cradle-to-cradle)
93,299,90.9%,0.6274509803921569,8.732645118019663e-05,Mobilität und wohnen gehört nicht getrennt betrachtet !https://www.homepowersolutions.de/produkt/
94,220,87.9%,0.6263888888888889,0.00047182529433947656,"Nur Produkte (z.B. Möbel, Wandfarben, Teppiche) ohne Schadstoffe verkaufen."
95,208,80.4%,0.625,0.0005844909349471567,"Ich würde gerne meine Gastherme rausschmeißen, finde aber keine passende und vor allem Leistbare Alternative."
96,97,89.2%,0.6231404958677687,0.0037839921388599807,"Steingärten, Beton- und Pflasterwüsten sind auch zu überdenken."
97,115,88.0%,0.6217948717948718,0.0027382375151090476,Leerstehende Hotels und Bürogebäude in Wohnungen umbauen.
98,192,80.0%,0.6206896551724138,0.0007828572930627188,Techniker für den Austausch  vorhandener Steuerungen bei alten öl-Heizungen ausbilden. Intuitive Geräte bringt 30% Soforteinsparungen.
99,102,88.4%,0.616891064871481,0.003545957747745216,"Die Wertsteigerung durch Umwidmung von Grün- zu Bauland soll der Allgemeinheit zu Gute kommen, nicht den Bekannten der Bürgermeister*innen."
100,120,77.3%,0.6166112956810631,0.00257458236400332,Eine Frage zu deiner Person: Ich lebe im Osten von Österreich.
101,257,86.8%,0.6153846153846154,0.0002022662550918303,"In WEG Novelle Bauwerksbegrünungen zur Verschattung, Kühlung, Strommehrertrag (Solargründächer auch auf geneigten Dächer) integrieren."
101,320,88.9%,0.6153846153846154,4.649256324711055e-05,Arbeitswege verkürzen lokale Bürosharing Lösungen fördern statt riesiger Glaskästen mit Klimatisierung und Erhöhung des Verkehrs
103,213,83.9%,0.6128364389233955,0.0005452783670837268,Verpflichtende Parkplatzüberdachung mit PV v.a. bei Supermärkten (+ ein paar Freiflächen für Bäume vorschreiben
104,204,89.6%,0.6111111111111112,0.0006231301810713285,(Immobilien)Firmen sowie Gemeinden dürfen keine Profite aus Grünflächenumwidmung ziehen. Dazu strenge Gesetze einführen/verschärfen.
105,42,87.1%,0.607822594726733,0.018874429251339902,Raumplanung und Bau neuer Wohn- und Arbeitsgebiete vor allem um öffentliche Verkehrsinfrastruktur!
106,38,86.9%,0.6017992424242424,0.02132900763135767,Es braucht eine sofortige Sanierungsförderung um die Emissionen der Bestandswohngebäude zu reduzieren.
107,242,85.7%,0.6008403361344538,0.0002751942835947227,"Großen Anteil an Klimaschädigung haben Baufirmen. Dort verpflichtende Maßnahmen setzen, alternative Energieträger, Antriebe, GreenTech."
108,88,87.6%,0.5989304812834224,0.00436980855838848,"Verringerung der Hürden, um Dachflächen und Balkone in Gemeinschaftsanlagen für PV zu nutzen, Nachrang für optisches Erscheinungsbild."
109,123,87.4%,0.5974025974025974,0.0023975926200548855,Da die Bürgermeister in den Genossenschaften sitzen ist hier ein Interessenskonflikt vorprogrammiert. Die Widmung gehört daher zum Land.
110,253,89.5%,0.5941644562334217,0.00021981540706347686,Verpflichtung zu klimaangepasster Bauweise z.B. Glaskomplex mit Klimaanlage oder Raumlüftung aufgrund fix verschlossener Fenster verbieten
111,169,80.2%,0.5927360774818402,0.001287670132384187,"Home-Office und Breitband-Internet sollten flächendeckend gewährleistet  werden, auch mit STARLINK. Dies reduziert den Pendlerverkehr."
112,282,87.9%,0.5925925925925926,0.00011685171651104301,"In Raumordnungsgesetzen verpflichtend eine Folgekostenberechnung (Verkehr, Müll, Gemeindeinfrastruktur usw.) vorsehen!"
113,62,89.9%,0.5925465838509316,0.006859620306087779,"Städte sollen so attraktiv (grün) werden, dass nicht jeder vom Haus im Grünen träumt..."
114,51,79.7%,0.5914335565936849,0.013353037510670105,Die Stromlieferanten gehören verpflichtet die Leitungen zu verstärken.
115,116,89.4%,0.588,0.0027105594169006338,Sonnennutzung für Häuser ist abhängig von der Orientierung der Dachflächen. Ausweg = Zusammenschlüsse zu Gemeinschaften die sich +/- teilen.
116,86,89.4%,0.5866666666666667,0.004589431884056782,Auch vorhandenen Flächen sollen evaluiert werden und eventuell rückgewidmet werden.
117,121,88.5%,0.5776061776061776,0.002564469385593056,"Gemeinschaftliche Wohnprojekte sollen Förderungen erhalten, die an passendere Rahmenbedingungen geknüpft sind."
118,127,88.6%,0.5755850727387729,0.002232466524009235,"Verpflichtende Einbau von Wärmepumpen, Solar, PV bei Neubauten und verpflichtende Dach/Fassadenbegrünung bei öffentlichen Gebäuden!"
119,125,87.0%,0.5747747747747748,0.0023076030840072453,Bürgermeister müssen besser vor Baulobby geschützt werden. Mehr Beratung und Betreuung für Gemeindevertreter!
120,55,80.2%,0.574575391233405,0.01008071694398987,"PV-Ausbau stockt, da die Netzbetreiber nur ÖVE geprüfte Wechselrichter zulassen. Eine EU-Zulassung sollte auf alle Fälle ausreichen."
121,58,88.5%,0.574331550802139,0.00770628561786185,"Städtische Fassadenbegrünung, um Kühlungseffekte zu schaffen - gefördert von Bund und Land."
122,238,86.0%,0.5743243243243243,0.0002985709454350099,"Möglichkeit schaffen, dass Hausverwaltungen nach Mehrheitsbeschluss im (Miets-)Haus auf ökologische Heizformen umstellen müssen."
123,150,83.6%,0.5728752260397829,0.001796869575497099,Möglichkeit eines staatlichen Kredits zu Selbstkosten für sämtliche Sanierungsmaßnahmen
124,183,82.5%,0.5666429080541696,0.000977174561041852,Medizinische Notfallpläne für Menschen die mit hohen Temperaturen im Sommer Probleme haben.
125,89,84.1%,0.5596016184251478,0.004285702428572948,Gesetz gegen Schlafbeeinträchtigung & Lichtverschmutzung: Firmen-Lichtreklamen außerhalb der Öffnungszeiten müssen sofort verboten werden.
126,110,83.2%,0.5595238095238095,0.003103383296256145,Brauchwassernutzung in jedem Neubau verpflichtend
127,70,80.4%,0.5587406015037594,0.006196311677206282,"Gemeinden sind für Energieversorgung ihrer Bewohner zuständig, machen Konzept, anstelle von Animation von Insellösungen pro Haus"
128,191,74.3%,0.5578544061302682,0.00079218045224375,"Anstatt die Gasheizungen zu entfernen, sollte das Ferngasnetz mit CO2 neutralen alternativen befüllt werden. (Biogas)"
129,112,90.2%,0.5526315789473685,0.0028514515408679213,verpflichtende Grünstreifen/ bepflanzter Innenhof/begrüntes Dach bei Neubauten in den Innenstädten
130,161,80.2%,0.5525525525525525,0.00143912998278739,"Voltaikanlagen auf Balkone, an der Steckdose anstecken und so Solar-Strom zum Verbraucher zu bringen"
131,164,90.4%,0.5519181585677749,0.0013904289110302874,"Städte für Menschen nicht Autos gestalten, es gibt schon viele Ansätze weltweit."
132,130,74.4%,0.55184960582171,0.002198224659074394,"Alte, leerstehende Häuser im Ortskern sollten gefördert abgebaut werden um neuen Wohnraum zu erschaffen."
133,226,86.0%,0.5513784461152882,0.0004035130758097156,"Möglichkeit schaffen, dass Hausverwaltungen nach Mehrheitsbeschluss im Haus Fassadenbegrünung umsetzen müssen."
134,212,73.4%,0.5511651469098278,0.0005488891854871966,"Weniger Verbote, dafür mehr positive Anreize für klimafreundliches Verhalten."
135,144,81.7%,0.5449529373580007,0.0019193397163607094,Die gesamte Wohnbauförderung muss bundesstaatlich geregelt werden und nicht länderweise wie derzeit.
136,50,82.5%,0.5432595573440644,0.01471347661992539,Baugesetze u. Raumordnungsgesetze zu Bundesgesetz erheben u. in ganz Österreich nur 1 Baugesetz und nur 1 Raumordnungsgesetz einführen.
137,249,83.3%,0.5407925407925408,0.0002343258913271555,Im Gebäudebau effektiver arbeiten. Mehr Geld zwar in die Hand nehmen dafür kann man Häuser und Wohnbauten schon fast Klimaneutral errichten.
138,292,74.1%,0.5399999999999999,9.463227397950156e-05,"Die Kosten für die Maßnahmen müssen von allen gemeinsam getragen werden. Es kann nicht sein, dass nur Eigentümer zahlen müssen!"
139,71,79.4%,0.5392156862745098,0.0061957882817458105,"Weil große unkontrollierte Bodenversiegelung: landwirtsch. Gebäude nicht mehr auf landw. Fläche bauen, sondern auf dafür gewidmeten Flächen."
140,256,76.3%,0.5364705882352941,0.00020878001545185284,"Ortskerne stehen leer, verfallen; außerhalb wird erweitert , noch mehr Boden versiegelt; kostenlose Entsorgung für Abbruchhäuser!"
141,317,80.0%,0.5333333333333333,4.916874972113177e-05,"Schön, wenn die Möglichkeit vorhanden ist ......"
142,75,88.2%,0.5307606263982103,0.005526047395692116,"Gemeinnützige Wohnbauträger müssen bei Altbauten, sofern es technisch möglich ist, auf alternative Energieträger umsteigen."
143,10,82.8%,0.529207788743665,0.05611406425704828,"Klimarat: Wenn Bürgermeister:innen für die Raumordnung zuständig sind, kann es zu Interessenskonflikten kommen. Daher sollen die Raumordnungskompetenzen von der Gemeinde- auf die Landesebene verschoben werden."
144,231,75.5%,0.5248868778280543,0.0003570177255999187,"Fassaden und Dächer von Gebäuden sollten möglichst in Weiß gehalten werden, um den Kühlbedarf im Sommer zu minimieren."
145,239,87.5%,0.519893899204244,0.000284643831156364,Förderungen für die Sanierung alter Häuser anstelle von Neubau
146,182,73.1%,0.5187835420393561,0.000985665817365394,Heizen mit Holz ist erneuerbare Energie. Wenn sich jemand aus eigenem Wald versorgen kann ist das klimaneutral. Trotz der Gegenrufe!
147,338,81.8%,0.5185185185185185,2.535001070861512e-05,Dazu muss es aber erst eine MÖGLICHKEIT dazu geben !!
148,278,84.0%,0.5151515151515151,0.00012241867004267616,"Wieviel Hausdächer etc. sind noch immer frei OHNE Photovoltaik, Solarenergie etc.???"
149,210,73.8%,0.51,0.0005753212733735561,Bei Sanierungen ist nicht immer Dämmen die beste Lösung. Wärme besser aus Wärmepumpen/Solarkollektoren als Gas auch ohne Styropordämmung
150,37,80.2%,0.5090777800701465,0.021376859843895583,"Mehrgenerationenhaus: geringer Flächen-/Energiebedarf pro Kopf, bessere Möglichkeiten für Kinderbetreuung und Pflege"
151,259,78.4%,0.5076923076923077,0.00019406250826504922,"Onlineshopping führt zu Konsumexplosion, unnötigen Müllbergen sowie falschem Kaufverhalten und somit CO2 Vermehrung."
152,268,85.7%,0.5072463768115942,0.0001512044082269117,"Es soll bevorzugt in die Höhe gebaut werden, statt in die Fläche."
153,63,68.1%,0.5001890001890001,0.006768900507397785,"Klimaschutz ist extrem wichtig, darf aber nicht zu zusätzlichen Belastungen der Bevölkerung führen, das ist für viele nicht mehr leistbar."
154,277,76.7%,0.49816849816849823,0.0001227760697273268,"Verpflichtende Angabe der ""Warmmiete"" (incl. Heizung) beim Wohnungsverkauf"
155,90,86.3%,0.4981684981684982,0.00421815184620958,"Verpfl. Photovoltaikanlagen auf Dächern von Gebäuden, noch mehr gefördert von Bund, Land und ev. Gemeinde -> Energieautarkie(klimafreundl.)."
156,267,78.4%,0.4969135802469137,0.00015723482607043075,"Die Gebäude müssen so gebaut werden, dass man sie nach der Lebensdauer wieder leicht in die Bestandteile zerlegen kann. Modulbauweise."
157,16,82.9%,0.49608600568193434,0.03784334206829382,jedes Hausdach sollte mit Photovoltaik-Anlagen nur für Eigenbedarf ausgestattet werden! Zumindest Mehrparteienhäuser auf jeden Fall.
158,301,76.9%,0.494949494949495,7.936636624890658e-05,Keinen neuen Wohnbau ohne leerstehenden Wohnraum zu füllen bzw. nur nach Abriss eines Altbaues
159,22,85.2%,0.4882426768334556,0.03295730075733542,Keine Gas-Heizungen mehr im Neubau!
160,302,81.5%,0.48803827751196166,7.856748423290068e-05,"Progressive Strom- Gas-, Fernwärmetarife: günstiger Sockelbetrag - dann progressiv steigend. Ist sozial UND hilft Sparen"
161,180,80.0%,0.4858823529411765,0.0010147261229545342,"Bei neuen Wohnblöcken die Gehsteige überbauen (Arkaden). Vorteil: im Sommer Schatten, im Winter schneefrei. Bessere Flächennutzung."
162,181,79.3%,0.48484848484848486,0.001003768931954361,"Platformen zur Planung/Errichtung/Administration geteilter Infrastruktur. Nicht jeder braucht eine eigene PV Anlage, Tischkreissäge etc."
163,149,84.7%,0.48387096774193544,0.0018525963910840679,"Bauen mit verpflichtetem hohem Anteil an regenerativen und klimafreundlichen Baumaterialien, v.a. mit Holz."
164,46,83.4%,0.4812307692307692,0.01660213404182946,Die Raumordnung gehört auf Bundesebene verschoben und muss von unabhängigen Fachläuten geprüft werden
165,313,76.2%,0.48,5.696064730415762e-05,"Immobilienspekulation macht CO2 und erfolgt durch große Firmen, Hochverdiener und polit. Entscheidungsträger. Gesetze, Strafen schaffen!"
166,39,81.1%,0.4776317536174167,0.020709715166802985,"Mehr innerstädtische Grünflächen reduzieren den Wunsch nach ""Wohnen im Grünen"" und Wochenendausflügen ""ins Grüne""."
167,309,73.7%,0.47727272727272724,6.1131711545133e-05,"Dazu müßte aber auch eine Möglichkeit geben!! Nur ""befehlen"" ohne Alternative ???"
168,135,68.9%,0.47596754057428214,0.0020336618233035898,Eine Frage zu deiner Person: Ich wohne in einer Stadt.
169,307,77.3%,0.4727272727272727,6.306546833695031e-05,"Baumaßnahmen verursachen CO2, daher Gesetze und Strafen für Baumängel/die Verursacher einführen, auch rückwirkend und wenn Firma in Konkurs."
